Date,Convex,Convex,Convex,Apeswap,Convex,VVS,InsurACE,Convex,Francium,Francium,Autofarm,Curve,Beefy,Abracadabra,Trisolaris
11/11/2021,4.876438503,5.014965936,8.921661539,92.25763996,73.52252394,38.13914375,81.03634614,44.83238773,70.58433148,49.50481502,79.29706038,16.41331597,19.70941816,82.60885861,55.85977104
12/11/2021,2.806991819,28.81597983,75.99919875,35.53172114,70.39526009,38.58740234,15.21988805,94.83018546,65.62669149,33.95919692,73.30032219,12.12088242,90.79608973,63.8622435,1.577600493
13/11/2021,34.2512828,64.61856589,59.48036273,7.973558132,95.71231454,84.08981367,95.97723104,29.75916796,19.43822368,20.35163152,71.38897473,77.10248642,99.60642619,29.00723045,11.60257751
14/11/2021,19.74280461,11.51916593,21.56128029,72.7284992,48.7425292,80.61393024,65.83373834,82.33900693,91.29995883,6.831939411,27.10247933,80.27985242,9.606153799,73.58718586,79.92425726
15/11/2021,35.84924572,48.80190817,66.70070551,23.39347634,28.09283132,15.87469834,75.71286278,77.9739167,76.75987195,91.0962585,26.90330411,94.14878445,82.07185273,98.0327538,78.19758007
16/11/2021,49.71091798,94.79294325,61.49237045,50.35444773,39.79635808,15.44648197,47.88759385,93.11579264,1.985354998,5.686264837,47.26663343,9.989085396,69.7553689,15.9566366,88.34454296
17/11/2021,22.07480544,10.73793821,44.96548301,61.07752051,20.11075254,1.423605191,30.80677438,77.46299971,78.60407016,24.24955299,43.83099341,42.61635189,19.6519761,63.71039741,88.04497743
18/11/2021,56.69295917,3.898092533,58.60337907,79.48174127,90.56647118,37.95907933,37.25786925,48.97649539,92.8307791,25.86271345,52.76359756,64.44259855,96.97311526,55.31781499,96.92049035
19/11/2021,1.046840035,55.23880219,98.78604861,31.73177758,2.719648821,71.53768592,36.47540317,30.48777326,74.57078938,51.81472824,8.863896719,18.95311757,30.85769486,53.10000211,74.15302486
20/11/2021,1.104294729,6.325384271,61.95017186,5.28462806,29.11203279,92.08527313,76.03261806,30.64682915,99.45025827,8.955108041,37.73405286,47.86228087,74.25526092,71.82694107,79.12540717
21/11/2021,76.55841834,10.50679455,26.10559866,19.89541488,89.53394971,14.64658119,92.42361029,19.46270689,5.172049716,15.16052744,22.72474987,97.43110437,24.51246505,8.851417688,8.616694864
22/11/2021,43.88216289,27.13900141,96.04743861,62.19916655,12.89104073,66.00653017,65.68352223,57.603765,87.76376528,16.52817419,85.80900712,2.054736512,14.73023836,83.12937801,68.49691184
23/11/2021,40.96373953,36.4286253,53.04216973,83.09390523,7.211680482,95.74375947,44.88694082,86.79291833,18.49841407,60.07481757,34.48056227,51.01296434,12.84568763,85.45873687,5.650262033
24/11/2021,84.76007711,63.52326882,93.43460743,73.82967405,52.11756098,27.91830435,66.92652952,36.42084719,17.16090624,86.43993564,98.43166989,75.93938764,51.17528821,92.16150962,91.24063487
25/11/2021,23.64448901,12.98918704,50.15604248,90.52062097,8.255854467,65.37458213,56.7915216,95.04593317,55.74277189,86.21557304,18.41820182,66.4800799,45.54442505,47.36052686,69.12596462
26/11/2021,40.68751479,10.20109066,47.4606751,82.65832259,61.12784824,4.954352514,29.06399784,44.05601572,99.5076461,72.24556044,15.04075936,6.707570167,71.50818319,78.38995928,14.44047045
29/11/2021,50.39574403,32.24987159,87.30147978,79.78135677,4.150044591,43.79824826,12.34459299,97.6132645,89.0944903,39.71577606,98.16796057,7.693085346,81.66138781,17.20656456,29.52667841
30/11/2021,11.36906149,2.340590992,63.5771068,89.20704959,42.61371863,3.493436958,78.65345219,26.14219803,43.83725198,89.92155291,23.4029673,94.03990184,1.249929995,70.86291093,6.38000659
1/12/2021,33.47335658,37.75383139,33.03644587,0.120714862,21.97733911,5.937461802,83.32721271,73.45079909,19.60417674,27.59135503,77.12948928,0.79994419,73.28731443,29.93621746,82.60180822
2/12/2021,37.44606625,76.21088009,37.15124134,72.11399863,65.23646647,34.72361747,67.53727737,36.64451997,17.59936609,24.25036664,15.66799242,77.24363988,21.90346621,92.85229876,54.58421164
3/12/2021,28.61875481,7.656222227,20.83085033,69.16906849,42.20798211,18.2856549,93.83783542,64.20987184,42.95008558,40.86817654,43.71111326,61.92369096,44.88357145,53.55467238,70.89137253
6/12/2021,8.577301736,35.98101736,72.82297316,3.015839722,49.37620361,12.29895552,2.260808235,87.52075927,88.82065501,61.4131263,38.37884282,73.41791261,5.323840537,84.39159272,22.72828728
7/12/2021,5.527933402,20.63938842,25.57387436,12.40093105,24.00400896,80.54058553,96.5238335,69.39523819,88.33598288,28.68751873,47.84920609,15.72125322,50.9499927,75.31017817,47.47115152
8/12/2021,77.9035382,39.79944939,91.65177843,7.391219817,80.26917603,60.30529807,94.39046776,32.09777077,58.93764873,34.39355499,64.73118246,25.77066377,72.18187375,31.10144243,63.79777847
9/12/2021,75.1353814,36.28042414,55.22174961,18.1417682,43.37957075,92.87338099,59.90414835,24.22130256,68.41410894,95.18692276,9.706098698,75.4370086,55.89906504,41.80663132,35.76648035
10/12/2021,21.10453567,31.37502374,36.68292187,73.81264853,70.23031449,27.40800455,52.74550107,78.74445945,6.827062477,77.73832916,25.05282258,99.49184331,17.36299975,75.16923965,21.26449655
13/12/2021,48.1951096,34.01758848,9.945680826,32.9543818,2.283181226,55.22215371,76.47995796,56.13616695,30.10262469,65.3824833,44.30394672,33.42690748,3.936415493,52.40490036,80.49971704
14/12/2021,0.015048015,41.18334717,91.06347662,79.54669607,84.37157829,81.99370995,13.60455171,4.275728254,69.20017984,72.65151076,98.59872594,89.90422954,1.954696969,93.68548408,73.95438342
