Date,Convex,Convex,Convex,Apeswap,Convex,VVS,InsurACE,Convex,Francium,Francium,Autofarm,Curve,Beefy,Abracadabra,Trisolaris
11/11/2021,0.856514897,0.487352651,0.130201909,0.679223766,0.734344989,0.351729577,0.561953772,0.214424582,0.589328284,0.847548131,0.856666581,0.500051677,0.880142025,0.810777024,0.965533003
12/11/2021,0.667171572,0.947005748,0.871169078,0.341957421,0.87763905,0.565658871,0.7832153,0.439482534,0.955622928,0.260413601,0.651263981,0.352963211,0.772929643,0.996781885,0.132619188
13/11/2021,0.727631497,0.257844073,0.745830711,0.038407846,0.941344915,0.668568905,0.559179792,0.457431399,0.428691678,0.241859209,0.824680593,0.279674943,0.380013623,0.659482125,0.655549536
14/11/2021,0.641532407,0.722827479,0.988016544,0.098867517,0.653410621,0.235956945,0.600898376,0.021421472,0.330367577,0.099446017,0.6637161,0.345914251,0.228611587,0.797015284,0.012189262
15/11/2021,0.406242663,0.799477044,0.165533655,0.47208398,0.348724331,0.455638828,0.392629225,0.315721201,0.209747162,0.912450396,0.039100427,0.565488126,0.20906357,0.867195104,0.505032262
16/11/2021,0.212045674,0.35613657,0.23687302,0.391451145,0.225766714,0.855683557,0.879482288,0.888668013,0.060760595,0.402046582,0.696393056,0.626075976,0.893304981,0.319947266,0.972473423
17/11/2021,0.601525527,0.678602113,0.718070959,0.944397389,0.659831199,0.733575223,0.233508466,0.976274215,0.954710641,0.80012399,0.838155415,0.775422356,0.589589228,0.49098891,0.625071053
18/11/2021,0.318673367,0.295687782,0.016052045,0.64313606,0.322470529,0.223619067,0.893531293,0.582981815,0.214796856,0.805140304,0.21173835,0.512015715,0.289521626,0.324086415,0.152234212
19/11/2021,0.825321066,0.56139355,0.590647723,0.850890198,0.295957405,0.876182706,0.892889385,0.257925419,0.10428468,0.477922445,0.186676801,0.273478739,0.921922501,0.585781361,0.209586108
20/11/2021,0.506886398,0.018681083,0.440898107,0.708340641,0.198536663,0.633141121,0.274067569,0.518515863,0.161727386,0.029048269,0.312199056,0.573765376,0.665048771,0.915857129,0.60193815
21/11/2021,0.931763698,0.684043635,0.635502447,0.708533974,0.412602829,0.464555287,0.560627074,0.298259846,0.262153024,0.806756617,0.457961577,0.032677598,0.578800246,0.089423415,0.207048172
22/11/2021,0.994384451,0.156045034,0.389913622,0.702792728,0.611089268,0.337986693,0.404603299,0.383961157,0.464287262,0.381740245,0.724886025,0.089887615,0.437334788,0.631158471,0.887570126
23/11/2021,0.022456239,0.686473215,0.188792961,0.513949689,0.153685792,0.803644931,0.688372197,0.316714997,0.85920182,0.845442206,0.773684462,0.586081383,0.726517178,0.147469129,0.33125374
24/11/2021,0.069928939,0.655643496,0.818412411,0.73585505,0.98734277,0.579556878,0.139772792,0.09493281,0.555134903,0.433497225,0.647676829,0.975079751,0.870650721,0.449365169,0.935981802
25/11/2021,0.043692417,0.832577005,0.608721866,0.417694204,0.679468195,0.624841393,0.900358514,0.547343688,0.634857178,0.224828715,0.098809567,0.531319395,0.70883107,0.737153508,0.411864583
26/11/2021,0.411263729,0.085419705,0.605425935,0.198631295,0.529232198,0.330339081,0.912854955,0.792812546,0.179788987,0.747693243,0.699107674,0.601747115,0.903254239,0.944014516,0.908727158
29/11/2021,0.10757751,0.94322018,0.862911198,0.716607295,0.419796103,0.779384168,0.232713728,0.110270457,0.343095934,0.307897206,0.992492222,0.745460996,0.417487374,0.502002694,0.80700077
30/11/2021,0.312521301,0.011469187,0.147272336,0.014444519,0.600745681,0.687406906,0.943663234,0.49923874,0.232968157,0.250881551,0.625379178,0.301903047,0.27515607,0.953324014,0.624740012
1/12/2021,0.940038974,0.589209919,0.82251441,0.42055428,0.562398538,0.17330262,0.555574633,0.317369268,0.114340179,0.077487105,0.083113317,0.352470145,0.705535333,0.93754039,0.757061475
2/12/2021,0.875440285,0.136975565,0.002998551,0.247035946,0.120062501,0.79218203,0.883082463,0.718813461,0.897757277,0.227804615,0.278300833,0.526791306,0.786602585,0.244070451,0.086763243
3/12/2021,0.123220542,0.8825309,0.962430398,0.154720838,0.815967629,0.590589796,0.650068356,0.98988623,0.053159401,0.074137553,0.546396433,0.668618022,0.118084744,0.25945223,0.847167352
6/12/2021,0.133366059,0.852799547,0.737867894,0.342461332,0.311735155,0.852586775,0.889275015,0.702967603,0.211446589,0.565360721,0.585411681,0.779141094,0.432307328,0.558293006,0.487608757
7/12/2021,0.854849025,0.221462334,0.52505029,0.187849007,0.358727771,0.873999492,0.939479747,0.200506753,0.045948176,0.217405969,0.260418503,0.072062703,0.872429795,0.84354232,0.888736691
8/12/2021,0.047516184,0.468801809,0.885572771,0.610159453,0.660879378,0.730933908,0.664378698,0.123442024,0.44698863,0.752950753,0.448871569,0.139935439,0.938117731,0.220464832,0.541786009
9/12/2021,0.622244891,0.985480182,0.903136338,0.228191934,0.509328332,0.302367687,0.658076029,0.813133118,0.391365112,0.606049154,0.975165866,0.759086638,0.95750026,0.123167901,0.193165947
10/12/2021,0.54867276,0.033259427,0.884352126,0.076348615,0.342913183,0.98058476,0.668162522,0.474293395,0.309227102,0.931841252,0.671683746,0.871690422,0.207995834,0.866919735,0.40574687
13/12/2021,0.518504206,0.741059643,0.238577314,0.815388608,0.244413445,0.039797782,0.043476849,0.287346744,0.859129486,0.297559954,0.30162977,0.386263301,0.545263477,0.90149191,0.568161604
14/12/2021,0.299385761,0.437784984,0.417552328,0.191723898,0.270668022,0.061943064,0.143790288,0.874983982,0.013534939,0.094732593,0.302137239,0.229368341,0.709777957,0.713399699,0.048533096
